Hugo_Symbol	Entrez_Gene_Id	Center	Tumor_Sample_Barcode	Fusion	DNA_support	RNA_support	Method	Frame	Comments	Fusion_Status
FBRSL1	0	MSKCC-DMP	P-0016910-T01-IM6	POLE-FBRSL1 fusion	yes	unknown	NA	unknown	POLE (NM_006231) rearrangement: c.4132:POLE_chr12:g.132997799inv Note: The POLE rearrangement is an inversion of exons 32-49. One of the breakpoints is within exon 32.	
POLE	0	MSKCC-DMP	P-0016910-T01-IM6	POLE-FBRSL1 fusion	yes	unknown	NA	unknown	POLE (NM_006231) rearrangement: c.4132:POLE_chr12:g.132997799inv Note: The POLE rearrangement is an inversion of exons 32-49. One of the breakpoints is within exon 32.	
TP53	0	MSKCC-DMP	P-0016918-T01-IM6	TP53-intragenic	yes	unknown	NA	unknown	TP53 (NM_000546) rearrangement: c.559+12_c.-28-943del Note: The TP53 rearrangement results in the deletion of exons 1-5. The functional significance is undetermined.	
DSP	0	MSKCC-DMP	P-0016918-T01-IM6	IDH1-DSP fusion	yes	unknown	NA	unknown	IDH1 (NM_005896)  rearrangement: t(2;6)(q34;p24.3)(chr2:g.209103793::chr6:g.7516920) Note: The IDH1 rearrangement is a translocation that may result in the truncation of exons 9-10. This event takes place in the background of multiple IDH1 rearrangements and may suggest a more complex event affecting IDH1 that is not fully characterized by IMPACT. The functional significance is undetermined.	
IDH1	0	MSKCC-DMP	P-0016918-T01-IM6	IDH1-DSP fusion	yes	unknown	NA	unknown	IDH1 (NM_005896)  rearrangement: t(2;6)(q34;p24.3)(chr2:g.209103793::chr6:g.7516920) Note: The IDH1 rearrangement is a translocation that may result in the truncation of exons 9-10. This event takes place in the background of multiple IDH1 rearrangements and may suggest a more complex event affecting IDH1 that is not fully characterized by IMPACT. The functional significance is undetermined.	
MUT	0	MSKCC-DMP	P-0016931-T01-IM6	SF3B1-MUT fusion	yes	unknown	NA	unknown	SF3B1 (NM_012433) Rearrangement : t(2,6)(q33.1,p12.3)(chr2:g.198269780::chr6:g.49140896) Note: The SF3B1 Rearrangement results in the possible truncation of the SF3B1. One of the breakpoints is within intron 11. Its functional significance is undetermined.	
SF3B1	0	MSKCC-DMP	P-0016931-T01-IM6	SF3B1-MUT fusion	yes	unknown	NA	unknown	SF3B1 (NM_012433) Rearrangement : t(2,6)(q33.1,p12.3)(chr2:g.198269780::chr6:g.49140896) Note: The SF3B1 Rearrangement results in the possible truncation of the SF3B1. One of the breakpoints is within intron 11. Its functional significance is undetermined.	
DIS3	0	MSKCC-DMP	P-0017769-T01-IM6	LINC00377-DIS3 fusion	yes	unknown	NA	unknown	DIS3 (NM_014953) Rearrangement : c.654:DIS3_chr13:g.81632702inv Note: The DIS3 Rearrangement results in the inversion of exons 1-4 of DIS3. One of the breakpoints is within exon4. Its functional significance is undetermined.	
LINC00377	0	MSKCC-DMP	P-0017769-T01-IM6	LINC00377-DIS3 fusion	yes	unknown	NA	unknown	DIS3 (NM_014953) Rearrangement : c.654:DIS3_chr13:g.81632702inv Note: The DIS3 Rearrangement results in the inversion of exons 1-4 of DIS3. One of the breakpoints is within exon4. Its functional significance is undetermined.	
TERT	0	MSKCC-DMP	P-0018216-T01-IM6	FAM173B-TERT fusion	yes	unknown	NA	unknown	TERT (NM_198253) rearrangement: c.-94_chr5:g.10249793del Note: The TERT rearrangement results in the deletion of part of the promoter region of TERT and is replaced by the promoter of FAM173B. The functional significance is undetermined.	
FAM173B	0	MSKCC-DMP	P-0018216-T01-IM6	FAM173B-TERT fusion	yes	unknown	NA	unknown	TERT (NM_198253) rearrangement: c.-94_chr5:g.10249793del Note: The TERT rearrangement results in the deletion of part of the promoter region of TERT and is replaced by the promoter of FAM173B. The functional significance is undetermined.	
HIST1H1E	0	MSKCC-DMP	P-0018464-T01-IM6	HIST1H3G-HIST1H1E fusion	yes	unknown	NA	unknown	HIST1H3G (NM_003534) rearrangement: c.85_chr6:g.26153113del Note: The HIST1H3G rearrangement is a deletion of exon 1. One of the breakpoints is within exon.  The functional significance is undetermined.	
HIST1H3G	0	MSKCC-DMP	P-0018464-T01-IM6	HIST1H3G-HIST1H1E fusion	yes	unknown	NA	unknown	HIST1H3G (NM_003534) rearrangement: c.85_chr6:g.26153113del Note: The HIST1H3G rearrangement is a deletion of exon 1. One of the breakpoints is within exon.  The functional significance is undetermined.	
ALK	0	MSKCC-DMP	P-0018541-T01-IM6	LRP1B-ALK fusion	yes	unknown	NA	in frame	ALK (NM_004304) - LRP1B (NM_018557) Rearrangement : c.2914+151:ALK_c.344-85984:LRP1Bdup Note : The ALK - LRP1B Rearrangement results in the fusion of exons 1-17 of ALK with exons of  4-91 of LRP1B . This fusion does not include the protein kinase domain of ALK. Its functional significance is undetermined.	
LRP1B	0	MSKCC-DMP	P-0018541-T01-IM6	LRP1B-ALK fusion	yes	unknown	NA	in frame	ALK (NM_004304) - LRP1B (NM_018557) Rearrangement : c.2914+151:ALK_c.344-85984:LRP1Bdup Note : The ALK - LRP1B Rearrangement results in the fusion of exons 1-17 of ALK with exons of  4-91 of LRP1B . This fusion does not include the protein kinase domain of ALK. Its functional significance is undetermined.	
STAT3	0	MSKCC-DMP	P-0018568-T01-IM6	EZH1-STAT3 fusion	yes	unknown	NA	unknown	EZH1 (NM_001991) - STAT3 (NM_139276) rearrangement: c.2098+21:EZH1_c.-23-2339:STAT3del Note: The EZH1 - STAT3 rearrangement is a deletion that results in the fusion of EZH1 exons 1-19 with STAT3 exons 1-24. One of the breakpoints is within 5-UTR of STAT3. The functional significance is undetermined.	
EZH1	0	MSKCC-DMP	P-0018568-T01-IM6	EZH1-STAT3 fusion	yes	unknown	NA	unknown	EZH1 (NM_001991) - STAT3 (NM_139276) rearrangement: c.2098+21:EZH1_c.-23-2339:STAT3del Note: The EZH1 - STAT3 rearrangement is a deletion that results in the fusion of EZH1 exons 1-19 with STAT3 exons 1-24. One of the breakpoints is within 5-UTR of STAT3. The functional significance is undetermined.	
SEC16A	0	MSKCC-DMP	P-0018568-T01-IM6	NOTCH1-SEC16A fusion	yes	unknown	NA	unknown	NOTCH1 (NM_017617) - SEC16A (NM_014866) rearrangement: c.6672:NOTCH1_c.3704+620:SEC16Adel Note: The NOTCH1 - SEC16A rearrangement is a deletion that results in the fusion of NOTCH1 exons 1-34 with SEC16A exons 5-32. One of the breakpoints is within NOTCH1 exon 34. The functional significance is undetermined.	
NOTCH1	0	MSKCC-DMP	P-0018568-T01-IM6	NOTCH1-SEC16A fusion	yes	unknown	NA	unknown	NOTCH1 (NM_017617) - SEC16A (NM_014866) rearrangement: c.6672:NOTCH1_c.3704+620:SEC16Adel Note: The NOTCH1 - SEC16A rearrangement is a deletion that results in the fusion of NOTCH1 exons 1-34 with SEC16A exons 5-32. One of the breakpoints is within NOTCH1 exon 34. The functional significance is undetermined.	
ZNF354C	0	MSKCC-DMP	P-0018673-T01-IM6	CSDE1-ZNF354C fusion	yes	unknown	NA	unknown	CSDE1 (NM_001242891) rearrangement: t(8;13)(p11.23;q12.3)(chr8:g.38175374::chr13:g.30470955) Note: The CSDE1 rearrangement is a translocation that may result in the truncation of exon 21. One of the breakpoints is within exon 21. The functional significance is undetermined.	
CSDE1	0	MSKCC-DMP	P-0018673-T01-IM6	CSDE1-ZNF354C fusion	yes	unknown	NA	unknown	CSDE1 (NM_001242891) rearrangement: t(8;13)(p11.23;q12.3)(chr8:g.38175374::chr13:g.30470955) Note: The CSDE1 rearrangement is a translocation that may result in the truncation of exon 21. One of the breakpoints is within exon 21. The functional significance is undetermined.	
FGFR2	0	MSKCC-DMP	P-0018800-T01-IM6	FGFR2-intragenic	yes	unknown	NA	unknown	FGFR2 (NM_000141) rearrangement: g.123006554_c.2378:FGFR2del Note: The FGFR2 rearrangement results in the deletion of exon 18. One of the breakpoints is within exon 18. The functional significance is undetermined.	
TSC2	0	MSKCC-DMP	P-0018925-T01-IM6	TSC2-intragenic	yes	unknown	NA	unknown	TSC2 (NM_000548) rearrangement: c.4663-304C>T_c.4865inv Note: The TSC2 rearrangement is an inversion of exons 37-38. One of the breakpoints is within exon 38. The functional significance is undetermined.	
MAGIX	0	MSKCC-DMP	P-0018927-T01-IM6	KDM5C-MAGIX fusion	yes	unknown	NA	unknown	KDM5C (NM_004187) rearrangement: chrX:g.49026495_c.4102del Note: The KDM5C rearrangement is a deletion which includes exons 24-26 of KDM5C. One of the breakpoints is within exon 24. The functional significance is undetermined.	
KDM5C	0	MSKCC-DMP	P-0018927-T01-IM6	KDM5C-MAGIX fusion	yes	unknown	NA	unknown	KDM5C (NM_004187) rearrangement: chrX:g.49026495_c.4102del Note: The KDM5C rearrangement is a deletion which includes exons 24-26 of KDM5C. One of the breakpoints is within exon 24. The functional significance is undetermined.	
SMARCA4	0	MSKCC-DMP	P-0018931-T01-IM6	SMARCA4-intragenic	yes	unknown	NA	unknown	SMARCA4 (NM_003072) rearrangement: c.2123+980_c.2261del Note: The SMARCA4 rearrangement is an intragenic deletion (1515 bp) of exon 15. One of the breakpoints is within exon 15. The functional significance is undetermined.	
PRKCI	0	MSKCC-DMP	P-0018986-T01-IM6	SKIL-PRKCI fusion	yes	unknown	NA	unknown	SKIL (NM_001248008) - PRKCI (NM_002740) rearrangement: c.1099-9624:SKIL_c.1217:PRKCIdup Note: The SKIL-PRKCI rearrangement is a duplication that is predicted to result in the fusion of SKIL exons 1-3 with PRKCI exons 13-18, which includes a part of PRKCI kinase domain. One of the breakpoints is within PRKCI exon 13. The functional significance is undetermined.	
SKIL	0	MSKCC-DMP	P-0018986-T01-IM6	SKIL-PRKCI fusion	yes	unknown	NA	unknown	SKIL (NM_001248008) - PRKCI (NM_002740) rearrangement: c.1099-9624:SKIL_c.1217:PRKCIdup Note: The SKIL-PRKCI rearrangement is a duplication that is predicted to result in the fusion of SKIL exons 1-3 with PRKCI exons 13-18, which includes a part of PRKCI kinase domain. One of the breakpoints is within PRKCI exon 13. The functional significance is undetermined.	
ETV6	0	MSKCC-DMP	P-0019226-T01-IM6	ETV6-intragenic	yes	unknown	NA	in frame	ETV6 (NM_001987) rearrangement: c.328+6821_c.464-6237del Note: The ETV6 rearrangement is an intragenic deletion (17062  bp) of exon 4. The functional significance is undetermined.	
ERBB2	0	MSKCC-DMP	P-0019351-T01-IM6	ERBB2-intragenic	yes	unknown	NA	out of frame	ERBB2 (NM_004448) rearrangement: c.73+3110_c.3160-68del Note: The ERBB2 rearrangement results in the deletion of exons 2-25. The functional significance is undetermined.	
LRP12	0	MSKCC-DMP	P-0019351-T01-IM6	MYC-LRP12 fusion	yes	unknown	NA	unknown	MYC (NM_002467) - LRP12 (NM_013437) rearrangement: c.362:MYC_c.137-6041:LRP12inv Note: The MYC- LRP12 rearrangement is an inversion that results in the fusion of MYC exons 1-2 with LRP12 exons 2-7.  One of the breakpoints is within MYC exon 2. The functional significance is undetermined.	
MYC	0	MSKCC-DMP	P-0019351-T01-IM6	MYC-LRP12 fusion	yes	unknown	NA	unknown	MYC (NM_002467) - LRP12 (NM_013437) rearrangement: c.362:MYC_c.137-6041:LRP12inv Note: The MYC- LRP12 rearrangement is an inversion that results in the fusion of MYC exons 1-2 with LRP12 exons 2-7.  One of the breakpoints is within MYC exon 2. The functional significance is undetermined.	
KMT2C	0	MSKCC-DMP	P-0019407-T01-IM6	KMT2C-intragenic	yes	unknown	NA	unknown	KMT2C (NM_170606) rearrangement: c.9887_c.13555del Note: The KMT2C rearrangement is an intragenic deletion with breakpoints in exons 43 and 52.	
BLM	0	MSKCC-DMP	P-0019771-T01-IM6	BLM-intragenic	yes	unknown	NA	out of frame	BLM (NM_000057) rearrangement: c.2075-643_c.2407-34del Note: The BLM rearrangement is an intragenic deletion of exons 9-11. The functional significance is undetermined.	
ZFHX3	0	MSKCC-DMP	P-0020047-T01-IM6	RASL12-ZFHX3 fusion	yes	unknown	NA	unknown	ZFHX3 (NM_006885) - RASL12 (NM_016563) rearrangement: t(15;16)(q22.31;q22.3)(chr15:g.65351569::chr16:g.72992701) Note: The ZFXH3 - RASL12 rearrangement is a reciprocal translocation which results in the antisense fusion of ZFHX3 exon2 to RASL12 exon 3. One of the breakpoints is within ZFHX3 exon 2. The functional significance is undetermined.	
RASL12	0	MSKCC-DMP	P-0020047-T01-IM6	RASL12-ZFHX3 fusion	yes	unknown	NA	unknown	ZFHX3 (NM_006885) - RASL12 (NM_016563) rearrangement: t(15;16)(q22.31;q22.3)(chr15:g.65351569::chr16:g.72992701) Note: The ZFXH3 - RASL12 rearrangement is a reciprocal translocation which results in the antisense fusion of ZFHX3 exon2 to RASL12 exon 3. One of the breakpoints is within ZFHX3 exon 2. The functional significance is undetermined.	
KMT2D	0	MSKCC-DMP	P-0020065-T01-IM6	KMT2D-intragenic	yes	unknown	NA	unknown	KMT2D (NM_003482) rearrangement : c.8166_c.7194inv Note: The KMT2D rearrangement results in the inversion of exons 31-32. One of the breakpoints is within exon 31 and the other is within exon 32. The functional significance is undetermined.	
SRC	0	MSKCC-DMP	P-0020065-T01-IM6	CTNNBL1-SRC fusion	yes	unknown	NA	unknown	SRC (NM_198291) rearrangement : c.704-116:SRC_g.36481250inv Note: The SRC rearrangement results in the inversion of exons 9-14. The functional significance is undetermined.	
CTNNBL1	0	MSKCC-DMP	P-0020065-T01-IM6	CTNNBL1-SRC fusion	yes	unknown	NA	unknown	SRC (NM_198291) rearrangement : c.704-116:SRC_g.36481250inv Note: The SRC rearrangement results in the inversion of exons 9-14. The functional significance is undetermined.	
GREM1	0	MSKCC-DMP	P-0020086-T01-IM6	CHRNA6-GREM1 fusion	yes	unknown	NA	unknown	GREM1 (NM_013372) rearrangement: t(8;15)(p11.21;q13.3)(chr8:g.42632131::chr15:g.33023043) Note: The GREM1 rearrangement is a translocation with a breakpoint in exon 2. The functional significance is undetermined.	
CHRNA6	0	MSKCC-DMP	P-0020086-T01-IM6	CHRNA6-GREM1 fusion	yes	unknown	NA	unknown	GREM1 (NM_013372) rearrangement: t(8;15)(p11.21;q13.3)(chr8:g.42632131::chr15:g.33023043) Note: The GREM1 rearrangement is a translocation with a breakpoint in exon 2. The functional significance is undetermined.	
PPARG	0	MSKCC-DMP	P-0020122-T01-IM6	IQSEC1-PPARG fusion	yes	unknown	NA	unknown	PPARG (NM_015869) rearrangement: c.1324_g.13048437del Note: The PPARG rearrangement results in the deletion of exon 7. One of the breakpoints is within exon 7. The functional significance is undetermined.	
IQSEC1	0	MSKCC-DMP	P-0020122-T01-IM6	IQSEC1-PPARG fusion	yes	unknown	NA	unknown	PPARG (NM_015869) rearrangement: c.1324_g.13048437del Note: The PPARG rearrangement results in the deletion of exon 7. One of the breakpoints is within exon 7. The functional significance is undetermined.	
EMID1	0	MSKCC-DMP	P-0020156-T01-IM6	EWSR1-EMID1 fusion	yes	unknown	NA	in frame	EWSR1 (NM_013986) - EMID1 (NM_133455) rearrangement: c.945+800:EWSR1_c.466-2061:EMID1dup Note: The EWSR1 - EMID1 rearrangement is a duplication that results in the fusion of EWSR1 exons 1-12 with EMID1 exons 6-15. The functional significance is undetermined.	
EWSR1	0	MSKCC-DMP	P-0020156-T01-IM6	EWSR1-EMID1 fusion	yes	unknown	NA	in frame	EWSR1 (NM_013986) - EMID1 (NM_133455) rearrangement: c.945+800:EWSR1_c.466-2061:EMID1dup Note: The EWSR1 - EMID1 rearrangement is a duplication that results in the fusion of EWSR1 exons 1-12 with EMID1 exons 6-15. The functional significance is undetermined.	
MDC1	0	MSKCC-DMP	P-0020167-T01-IM6	C6orf15-MDC1 fusion	yes	unknown	NA	unknown	MDC1 (NM_014641) rearrangement: c.94_chr6:g.31067025dup Note: The MDC1 rearrangement is a duplication which includes exons 2-15 of MDC1. One of the breakpoints is within exon 2. The functional significance is undetermined.	
C6orf15	0	MSKCC-DMP	P-0020167-T01-IM6	C6orf15-MDC1 fusion	yes	unknown	NA	unknown	MDC1 (NM_014641) rearrangement: c.94_chr6:g.31067025dup Note: The MDC1 rearrangement is a duplication which includes exons 2-15 of MDC1. One of the breakpoints is within exon 2. The functional significance is undetermined.	
TEK	0	MSKCC-DMP	P-0020169-T01-IM6	TEK-intragenic	yes	unknown	NA	out of frame	TEK (NM_000459) rearrangement: c.1183-76_c.1624+304dup Note: The TEK rearrangement is a duplication of exons 9-11. The functional significance is undetermined.	
CALR	0	MSKCC-DMP	P-0020175-T01-IM6	CALR-intragenic	yes	unknown	NA	out of frame	CALR (NM_004343) Rearrangement : c.398-128_c.961-508dup Note: The CALR Rearrangement results in the duplication of exons4-7 of CALR.Its functional significance is undetermined.	
FGFR3	0	MSKCC-DMP	P-0015984-T01-IM6	TAAC3-FGFR3 fusion - Archer	yes	unknown	NA	unknown	POSITIVE FOR THE FOLLOWING GENE FUSION IN THE CLINICALLY VALIDATED PANEL: FGFR3-TAAC3 fusion. Note: The rearrangement is an in-frame fusion between genes FGFR3 Exon17 (NM_001163213) and TAAC3 Exon8 (undefined). Lab Notes Run Number: ArcherV1-CLIN-20160066 Macro-dissection: Not Performed	
TAAC3	0	MSKCC-DMP	P-0015984-T01-IM6	TAAC3-FGFR3 fusion - Archer	yes	unknown	NA	unknown	POSITIVE FOR THE FOLLOWING GENE FUSION IN THE CLINICALLY VALIDATED PANEL: FGFR3-TAAC3 fusion. Note: The rearrangement is an in-frame fusion between genes FGFR3 Exon17 (NM_001163213) and TAAC3 Exon8 (undefined). Lab Notes Run Number: ArcherV1-CLIN-20160066 Macro-dissection: Not Performed	
FAT1	0	MSKCC-DMP	P-0026063-T01-IM6	FAT1-intragenic	yes	unknown	NA	unknown	FAT1 (NM_005245) rearrangement: chr4:g.187718076_c.5607:FAT1del Note: The FAT1 rearrangement is a deletion of exons 1-10. One of the breakpoints is within exon 10.	
STK11	0	MSKCC-DMP	P-0026298-T01-IM6	STK11-intragenic	yes	unknown	NA	in frame	STK11 (NM_000455) rearrangement: c.291-3011_c.735-73del Note: The STK11 rearrangement results in an intragenic deletion of exons 2 to 5. The functional significance is undetermined.	
IRS2	0	MSKCC-DMP	P-0027041-T01-IM6	COL4A1-IRS2 fusion	yes	unknown	NA	unknown	IRS2 (NM_003749) - COL4A1 (NM_001845.4) rearrangement: c.1002_c.85-19913dup Note: The IRS2 - COL4A1 rearrangement results in the duplication of IRS2 exon 1-2 and COL4A1 exon 1. One of the breakpoints is within IRS2 exon1. Its functional significance is undetermined.	
COL4A1	0	MSKCC-DMP	P-0027041-T01-IM6	COL4A1-IRS2 fusion	yes	unknown	NA	unknown	IRS2 (NM_003749) - COL4A1 (NM_001845.4) rearrangement: c.1002_c.85-19913dup Note: The IRS2 - COL4A1 rearrangement results in the duplication of IRS2 exon 1-2 and COL4A1 exon 1. One of the breakpoints is within IRS2 exon1. Its functional significance is undetermined.	
PBRM1	0	MSKCC-DMP	P-0027031-T01-IM6	CRYBG3-PBRM1 fusion	yes	unknown	NA	unknown	PBRM1 (NM_018313) rearrangement: c.4223_chr3:g.97629410dup Note: The PBRM1 rearrangement is a duplication that includes  PBRM1 exons 1-27. One of the breakpoints is within exon 27. The functional significance is undetermined.	
CRYBG3	0	MSKCC-DMP	P-0027031-T01-IM6	CRYBG3-PBRM1 fusion	yes	unknown	NA	unknown	PBRM1 (NM_018313) rearrangement: c.4223_chr3:g.97629410dup Note: The PBRM1 rearrangement is a duplication that includes  PBRM1 exons 1-27. One of the breakpoints is within exon 27. The functional significance is undetermined.	
MLL2	0	MSKCC-DMP	P-0003132-T01-IM5	MLL2-intragenic	yes	unknown	NA	unknown	null   Note: The MLL2 (NM_003482) rearrangement event is an intragenic deletion which results in the deletion of exons 9-54, potentially disabling the function of the gene.	
GSK3B	0	MSKCC-DMP	P-0010082-T01-IM5	KCNH1-GSK3B fusion	yes	unknown	NA	in frame	GSK3B (NM_002093) - KCNH1 (NM_172362) rearrangement: t(1;3)(q32.2;q13.33)(chr1:g.211048481::chr3:g.119812087 ) Note: The GSK3B - KCNH1 rearrangement is a translocation which results in the fusion of GSK3B exon 1 with KCNH1 exons 8-10. The fusion is predicted to be in frame. The functional significance is undetermined.	
KCNH1	0	MSKCC-DMP	P-0010082-T01-IM5	KCNH1-GSK3B fusion	yes	unknown	NA	in frame	GSK3B (NM_002093) - KCNH1 (NM_172362) rearrangement: t(1;3)(q32.2;q13.33)(chr1:g.211048481::chr3:g.119812087 ) Note: The GSK3B - KCNH1 rearrangement is a translocation which results in the fusion of GSK3B exon 1 with KCNH1 exons 8-10. The fusion is predicted to be in frame. The functional significance is undetermined.	
TP53	0	MSKCC-DMP	P-0009743-T01-IM5	TP53-intragenic	yes	unknown	NA	unknown	TP53 (NM_000546)  rearrangement: c.993+582_c.826del Note: The TP53 (NM_000546) rearrangement is a intragenic deletion of exons 8-9. One of the breakpoints is within exon 8.	
repeat	0	MSKCC-DMP	P-0016175-T01-IM6	repeat-intragenic - Archer	yes	unknown	NA	unknown	repeated on CLIN2017001 Lab Notes Run Number: ArcherV1-CLIN-20160070 Macro-dissection: Not Performed	
